,nazwa,miasto,firma,czas_gry,kategoria,poziom_trudnosci,liczba_ocen,miejsce_w_polsce,języki_rosyjski,bezpieczeństwo_tylko_niskie_napięcie_w_zasięgu_gracza,bezpieczeństwo_dezynfekowane_pokoje,podstawowe_klimatyzowany,podstawowe_możesz_kupić_tutaj_escape_tales,podstawowe_półmrok_w_pokoju,podstawowe_nie_dla_epileptyków,podstawowe_bardzo_wąskie_przejścia,bezpieczeństwo_dezynfekcja_lampami_uvc,podstawowe_gra_bez_aktora,bezpieczeństwo_ograniczony_kontakt_z_innymi_grupami,bezpieczeństwo_oświetlenie_awaryjne,podstawowe_przyjazny_zwierzętom,bezpieczeństwo_dostępny_żel_antybakteryjny,podstawowe_pokój_eliminacyjny_poland_escape,inne_prawdziwy_mistrz_gry,bezpieczeństwo_przycisk_bezpieczeństwa,języki_słowacki,języki_czeski,podstawowe_nie_dla_osób_z_chorobami_serca,podstawowe_nieodpowiednie_dla_osób_z_klaustrofobią,podstawowe_od_18_lat,bezpieczeństwo_drzwi_zawsze_otwarte,bezpieczeństwo_pełen_monitoring,bezpieczeństwo_pełen_kontakt_z_mistrzem_gry,bezpieczeństwo_klucz_bezpieczeństwa,bezpieczeństwo_system_awaryjnego_otwierania_drzwi,języki_angielski,podstawowe_przyjazny_niepełnosprawnym,podstawowe_możliwość_płatności_kartą,bezpieczeństwo_dostępne_rekawiczki,podstawowe_nie_dla_kobiet_w_ciąży,języki_polski,podstawowe_przyjazny_dzieciom,podstawowe_od_16_lat,srednia_ocena,ocena_obsluga,ocena_klimat,trudnosc_wg_graczy,min_liczba_graczy,max_liczba_graczy
269,Bon Appetit,Łódź,Alfa Fun,75 ,Horror,śr. zaawansowani,27 ,271,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0,1,1,1,1,0,1,8.2,9.9,8.6,Średni,2,6 
270,Tajemnica Księgi Lasu,Wrocław,LetMeOut,60 ,Przygodowy,początkujący,19 ,272,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,1,1,0,8.2,9.3,8.6,Średni,2,5 
271,Bogata Piwnica,Bielsko-Biała,Tajemnicza Piwnica - ER Group sp. z o. o.,60 ,Przygodowy,doświadczony,2 ,273,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,1,1,0,8.5,10.0,10.0,Trudny,2,4 
272,Odeon,Radom,Blink Escape Radom,75 ,Thriller,doświadczony,17 ,274,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,0,1,9.2,10.0,9.5,Bardzo trudny,2,6 
273,Starcie Mistrzów,Kraków,Gamescape Kraków,45 ,Przygodowy,doświadczony,5 ,275,0,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,1,1,0,9.5,10.0,10.0,Trudny,2,10 
274,Wyspa Tajemnic,Poznań,Find a Way,60 ,Przygodowy,początkujący,11 ,277,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,8.3,9.8,8.8,Łatwy,2,5 
275,Gniew Olimpu,Bydgoszcz,Break The Brain,60 ,Przygodowy,początkujący,181 ,276,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,1,1,0,8.5,9.7,9.0,Średni,2,5 
276,Koszmar,Gdynia,WALKOUT,60 ,Horror,doświadczony,42 ,278,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,0,1,8.9,9.5,9.2,Trudny,2,6 
277,Pegazus,Warszawa,Dom Zagadek,60 ,Przygodowy,początkujący,129 ,279,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0,8.1,9.1,8.9,Średni,2,8 
278,Cela,Łódź,Tkalnia Zagadek,60 ,Kryminalny,początkujący,117 ,280,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,8.5,9.8,8.7,Średni,2,5 
279,Skarb Czarnobrodego,Poznań,Time 4 Secrets,60 ,Przygodowy,śr. zaawansowani,601 ,281,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,8.7,9.7,9.4,Trudny,2,5 
280,Cisza Nocna,Bytom,Can you escape?,60 ,Kryminalny,śr. zaawansowani,83 ,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,8.1,9.5,8.2,Średni,3,6 
281,Rycerski,Warszawa,Room Escape Warszawa,60 ,Historyczny,początkujący,266 ,283,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,1,1,0,8.0,8.3,9.4,Trudny,2,5 
282,Indiana Jones i Świątynia Majów,Piła,LOCKED Escape Room Piła,60 ,Przygodowy,śr. zaawansowani,1 opinia,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,10.0,10.0,Średni,2,4 
283,Skrzynie Umarlaków,Kraków,Gamescape Kraków,65 ,Przygodowy,śr. zaawansowani,16 ,285,0,1,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,1,1,0,1,1,0,8.5,9.7,8.9,Średni,2,6 
284,Testament,Radom,Blink Escape Radom,75 ,Fabularny,śr. zaawansowani,361 ,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,1,0,8.7,9.4,8.7,Trudny,2,6 
285,Chatka Neeko,Konin,Next Level,60 ,Przygodowy,śr. zaawansowani,3 ,289,0,1,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,9.1,10.0,9.3,Średni,2,4 
286,Diabelski Cyrk,Lublin,LetMeOut,60 ,Fabularny,śr. zaawansowani,4 ,287,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,9.0,10.0,9.7,Średni,2,6 
287,Alicja w Krainie Czarów,Gdańsk,Enigmat Escape,60 ,Fantasy,początkujący,159 ,288,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,1,1,0,8.4,9.5,8.3,Średni,2,5 
288,Tożsamość,Wrocław,Exit19.pl,60 ,Fabularny,śr. zaawansowani,244 ,290,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,0,1,0,0,1,0,0,7.8,9.8,8.7,Średni,2,4 
289,W krainie czarów,Łódź,ExitRoom ™,60 ,Przygodowy,śr. zaawansowani,164 ,291,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0,8.6,9.5,9.2,Średni,2,5 
290,Wagary,Rybnik,Open The Lock,60 ,Fabularny,śr. zaawansowani,49 ,292,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,8.5,9.9,9.1,Średni,2,5 
291,Hrabia Drakula,Rzeszów,WydostanSie Escape Rooms,60 ,Przygodowy,doświadczony,58 ,293,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,1,0,7.9,9.1,7.9,Trudny,2,5 
292,Wehikuł Czasu,Warszawa,Room Escape Warszawa,60 ,Fantasy,śr. zaawansowani,148 ,294,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,1,0,0,7.9,9.3,8.1,Średni,2,5 
293,Pościg za El Patronem,Olsztyn,Profesor Escape Room Olsztyn,60 ,Kryminalny,śr. zaawansowani,14 ,295,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,1,0,0,7.6,8.8,7.8,Średni,2,6 
294,Cela Hannibala Lectera,Kraków,SCARY HOSTEL KRAKÓW,60 ,Thriller,śr. zaawansowani,149 ,296,0,1,1,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0,0,1,1,1,0,1,7.6,8.8,8.0,Średni,1,2 
295,Skarb piratów,Kraków,Lock & Roll,60 ,Przygodowy,początkujący,100 ,297,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,8.4,9.8,8.9,Łatwy,2,4 
296,Laboratorium Dextera,Warszawa,OtoPokojeZagadek,60 ,Przygodowy,śr. zaawansowani,118 ,298,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,0,7.2,9.9,7.5,Trudny,2,5 
297,Upiór z Alt Allenstein,Olsztyn,iESCAPE Olsztyn,60 ,Thriller,śr. zaawansowani,23 ,299,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,8.8,10.0,9.4,Średni,2,5 
298,Ostatni Lodowiec,Olsztyn,iESCAPE Olsztyn,60 ,Przygodowy,śr. zaawansowani,8 ,300,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,0,8.6,9.7,9.0,Średni,2,5 
299,Zapomniany pokój,Gdynia,WALKOUT,60 ,Przygodowy,doświadczony,130 ,301,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1,0,0,8.6,8.6,8.6,Trudny,2,6 
300,Szeol - Schron Ostateczny,Poznań,The Bunkier Escape Rooms,90 ,Przygodowy,śr. zaawansowani,37 ,304,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,8.0,9.6,9.2,Trudny,2,5 
301,New York Nowy Jork,Wisła,Zamek Zagadek,70 ,Historyczny,eksperci,22 ,302,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,8.3,9.0,9.3,Trudny,2,8 
302,Chata Wiedźmy,Wrocław,Trapped,60 ,Thriller,śr. zaawansowani,31 ,303,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0,1,7.4,8.7,8.1,Średni,2,4 
303,Piła - Odkupienie,Gdynia,WALKOUT,60 ,Thriller,śr. zaawansowani,40 ,305,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,1,0,0,8.4,9.0,8.3,Średni,2,6 
304,Pokój babci,Wrocław,Secret Room & Brain Code,60 ,Kryminalny,początkujący,202 ,306,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,1,1,0,7.7,9.8,9.0,Średni,2,5 
305,Czarna Dziura,Rzeszów,WydostanSie Escape Rooms,60 ,Fabularny,śr. zaawansowani,16 ,307,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,8.1,9.7,8.0,Trudny,2,5 
306,Operacja Mindfall kryptonim Spiderweb,Kraków,Gamescape Kraków,120 ,Akcja,śr. zaawansowani,2 ,309,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,10,10.0,10.0,Średni,2,6 
307,Piła,Piła,LOCKED Escape Room Piła,60 ,Horror,śr. zaawansowani,35 ,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9.0,9.5,9.7,Średni,2,4 
308,Matrix,Łódź,ExitRoom ™,60 ,Fabularny,doświadczony,46 ,310,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,8.1,6.4,9.6,Trudny,3,6 
309,Uśpieni,Słupsk,TrapRooms,80 ,Przygodowy,doświadczony,22 ,311,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,1,1,0,1,0,1,8.4,9.3,7.3,Średni,2,6 
310,Lądowanie na Księżycu,Poznań,Key To Be Free,60 ,Przygodowy,śr. zaawansowani,13 ,314,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0,7.9,9.8,8.5,Trudny,2,6 
311,Prezydent,Łódź,Tkalnia Zagadek,60 ,Thriller,doświadczony,16 ,313,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,8.5,9.8,8.4,Trudny,2,5 
312,Gniew Bogów,Gdynia,WALKOUT,60 ,Fantasy,doświadczony,113 ,312,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,7.2,7.7,7.8,Średni,2,6 
313,Na ratunek ludzkości,Rzeszów,WydostanSie Escape Rooms,60 ,Przygodowy,początkujący,18 ,315,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,1,0,7.5,9.7,8.1,Trudny,2,5 
314,Szkoła Magii - pierwszy rok,Bydgoszcz,Break The Brain,90 ,Fantasy,doświadczony,6 ,183,0,1,0,1,0,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0,1,1,0,1,0,1,1,1,0,10,10.0,10.0,Średni,2,4 
315,Narnia,Warszawa,Team Exit - Pokoje zagadek -Escape Room 24,60 ,Fabularny,śr. zaawansowani,35 ,316,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,1,1,0,7.3,7.2,7.1,Średni,2,6 
316,Krematorium - Śledztwo,Nowy Sącz,The Locked Room,60 ,Kryminalny,śr. zaawansowani,6 ,317,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,8.5,9.6,8.9,Trudny,2,4 
317,Spętani w raju,Tczew,Escape Room Tczew,60 ,Abstrakcyjny,śr. zaawansowani,22 ,319,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,8.4,9.9,8.5,Średni,2,2 
318,Epidemia,Białystok,Logic Games - Escape Room Białystok,60 ,Thriller,eksperci,59 ,318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,8.3,8.7,9.1,Bardzo trudny,2,5 
319,Eksperyment,Radom,Blink Escape Radom,60 ,Abstrakcyjny,śr. zaawansowani,18 ,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,8.3,10.0,8.5,Średni,2,6 
320,Mikołaj (Święty :) ),Poznań,EXODUS,60 ,Fantasy,początkujący,22 ,321,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,8.1,9.1,9.0,Średni,2,4 
321,Teatr żywych lalek,Gdańsk,Escape Gdańsk,60 ,Thriller,doświadczony,69 ,322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,9.2,9.9,9.1,Trudny,2,5 
322,Noc w Las Vegas,Tczew,Escape Room Tczew,60 ,Przygodowy,doświadczony,57 ,323,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,0,8.8,9.7,9.5,Trudny,2,6 
323,Zombie apokalipsa,Gdańsk,Enigmat Escape,60 ,Fantasy,śr. zaawansowani,78 ,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,1,0,0,9.0,9.9,8.2,Trudny,2,5 
324,Gra Miejska - Illuminati 2,Poznań,Escapelandia,120 ,Fabularny,początkujący,1 opinia,326,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,10,10.0,10.0,Łatwy,2,6 
325,Strefa Cienia,Radom,Blink Escape Radom,60 ,Przygodowy,śr. zaawansowani,13 ,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,8.7,10.0,8.6,Trudny,2,6 
326,Rzeź Niewiniątek,Częstochowa,Dom Tajemnic,60 ,Horror,śr. zaawansowani,1 opinia,327,0,1,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,1,0,1,1,0,1,9.0,10.0,10.0,Łatwy,2,5 
327,Pogrzebani,Warszawa,SHOW ESCAPE,60 ,Thriller,eksperci,73 ,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,7.8,8.9,9.3,Bardzo trudny,1,2 
328,Mroczna Puszcza,Nowy Sącz,4Fun Escape Room Nowy Sącz,60 ,Thriller,doświadczony,57 ,329,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,7.9,8.3,9.9,Bardzo trudny,2,6 
329,Ucieczka z Czarnej Perły,Bielsko-Biała,Escape House,60 ,Przygodowy,śr. zaawansowani,64 ,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0,7.4,9.8,7.9,Średni,2,5 
330,ShowShank,Warszawa,SHOW ESCAPE,60 ,Kryminalny,śr. zaawansowani,88 ,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,7.9,8.8,8.7,Średni,2,10 
331,Sekret Przedzamcza,Leśna,Zamek Czocha,60 ,Kryminalny,śr. zaawansowani,4 ,332,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,8.7,10.0,8.5,Średni,2,5 
332,Łódź Podwodna,Katowice,Quest Cage,60 ,Fabularny,doświadczony,195 ,333,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,8.0,9.4,8.6,Trudny,2,4 
333,Pułapka Szeryfa,Gdańsk,Escape Gdańsk,60 ,Przygodowy,śr. zaawansowani,35 ,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,8.0,9.9,8.5,Średni,2,5 
334,Tajemnica Faraona,Krynica,Escape Room Krynica,60 ,Przygodowy,początkujący,10 ,335,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,8.2,9.8,9.8,Średni,2,6 
335,Zbrodnia w domu leśniczego,Olsztyn,iESCAPE Olsztyn,60 ,Kryminalny,śr. zaawansowani,27 ,336,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,0,8.2,9.7,8.7,Średni,2,5 
336,Misja specjalna,Białystok,Logic Games - Escape Room Białystok,60 ,Kryminalny,doświadczony,77 ,337,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0,6.4,9.8,8.7,Trudny,2,5 
337,Napad na bank - Dziki Zachód,Olsztyn,iESCAPE Olsztyn,60 ,Przygodowy,śr. zaawansowani,2 ,338,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,10,10.0,10.0,Trudny,2,4 
338,Cyberdżungla,Warszawa,Quest Hunt - Escape Room,60 ,Fantasy,śr. zaawansowani,15 ,340,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,7.8,9.7,8.0,Średni,2,5 
339,Das Motel,Kraków,LOST BAR,70 ,Thriller,doświadczony,63 ,339,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,8.0,8.0,8.1,Trudny,4,10 
340,Wyspa odkrywców,Białystok,Logic Games - Escape Room Białystok,60 ,Przygodowy,początkujący,74 ,341,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0,9.0,10.0,9.3,Średni,2,5 
341,Serce Grozy,Bielsko-Biała,Escape House,60 ,Thriller,doświadczony,14 ,343,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,8.2,10.0,9.8,Bardzo trudny,2,4 
342,Tajemnicza Posiadłość,Bielsko-Biała,Escape House,60 ,Przygodowy,śr. zaawansowani,78 ,342,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0,7.3,8.5,7.9,Średni,2,5 
344,Redrum,Łódź,ExitRoom ™,60 ,Thriller,śr. zaawansowani,135 ,344,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,1,0,1,7.7,9.6,8.5,Trudny,2,5 
345,Lunapark 2,Toruń,OPEN THE DOOR,60 ,Przygodowy,śr. zaawansowani,11 ,345,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,8.2,10.0,8.8,Średni,2,6 
346,Schron bankowy,Wrocław,Piwnica Quest,60 ,Kryminalny,początkujący,242 ,346,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1,1,0,7.3,9.2,7.8,Średni,2,5 
347,Eksperyment,Radomsko,Zagadkowo,60 ,Przygodowy,śr. zaawansowani,18 ,347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.8,10.0,8.1,Trudny,2,5 
348,Opuszczony Teatr Lalek,Wrocław,Secret Room & Brain Code,60 ,Thriller,początkujący,237 ,348,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,1,1,0,6.6,8.7,9.0,Trudny,2,5 
349,Reaktor,Łódź,Tkalnia Zagadek,60 ,Thriller,doświadczony,54 ,349,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,7.5,9.8,8.5,Trudny,2,5 
350,Baza Agenta SB,Żory,Open The Lock,60 ,Fabularny,początkujący,24 ,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,7.8,8.4,8.1,Trudny,2,5 
351,Halloween,Nowy Sącz,The Locked Room,60 ,Horror,doświadczony,24 ,351,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,8.4,9.8,8.1,Średni,2,4 
352,Czarnobyl - reaktor nr 4,Poznań,Malta Escape Room,60 ,Przygodowy,śr. zaawansowani,21 ,352,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,7.9,8.9,8.7,Średni,2,4 
353,Cube,Krynica,Escape Room Krynica,60 ,Abstrakcyjny,początkujący,16 ,353,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,7.5,9.8,9.1,Średni,2,6 
354,Tupolew,Kraków,ExitRoom ™,60 ,Akcja,śr. zaawansowani,36 ,354,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,1,0,0,7.3,8.6,9.3,Średni,2,4 
355,Anatomia Zbrodni 2,Kraków,Gamescape Kraków,65 ,Thriller,śr. zaawansowani,32 ,358,0,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,1,0,1,7.1,7.8,8.0,Trudny,2,7 
356,Prison Break,Kraków,ExitRoom ™,60 ,Fabularny,doświadczony,43 ,355,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,0,7.3,8.3,7.7,Średni,2,5 
357,Zmieniając rzeczywistość,Warszawa,Zagadkownia,60 ,Abstrakcyjny,początkujący,222 ,356,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,6.7,8.8,6.5,Średni,2,6 
358,Zbrodnia,Łódź,Tkalnia Zagadek,60 ,Kryminalny,początkujący,59 ,357,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,7.7,9.8,8.2,Średni,2,5 
359,Seksmisja,Kraków,ExitRoom ™,60 ,Przygodowy,śr. zaawansowani,29 ,359,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,1,0,0,6.9,9.1,7.1,Średni,2,5 
360,Sekretny gabinet Al'a Capone,Kraków,SCARY HOSTEL KRAKÓW,60 ,Kryminalny,śr. zaawansowani,112 ,360,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,1,7.6,9.2,8.5,Średni,2,5 
